iter	F1	Logloss
160	0.6125	0.2979767059
161	0.6086956522	0.2970763433
162	0.6086956522	0.2970144922
163	0.6086956522	0.2966584333
164	0.6125	0.2964156149
165	0.6172839506	0.2948945386
166	0.6257668712	0.2941551614
167	0.6172839506	0.2926220923
168	0.6172839506	0.2926191311
169	0.6172839506	0.2925196982
170	0.6335403727	0.2915323241
171	0.6335403727	0.2915223933
172	0.6335403727	0.2914530881
173	0.6375	0.2912754375
174	0.6375	0.2911242637
175	0.6375	0.2910298669
176	0.6380368098	0.289760842
177	0.6463414634	0.2892681742
178	0.6463414634	0.2892234427
179	0.6463414634	0.2891319534
180	0.6463414634	0.2891284319
181	0.6463414634	0.2887464866
182	0.6463414634	0.2886787963
183	0.6463414634	0.2885871375
184	0.6585365854	0.2880130432
185	0.6585365854	0.2877472665
186	0.6585365854	0.287649176
187	0.6545454545	0.2873959599
188	0.6585365854	0.2869387202
189	0.6585365854	0.2863025983
190	0.6585365854	0.2862138704
191	0.6463414634	0.2858403906
192	0.6585365854	0.2842372306
193	0.6585365854	0.2841691989
194	0.6585365854	0.2840317177
195	0.6626506024	0.2834391836
196	0.6625766871	0.2826216629
197	0.6585365854	0.2825606751
198	0.6585365854	0.2824979895
199	0.6666666667	0.2820278271
200	0.6625766871	0.2815142119
201	0.6625766871	0.2803702206
202	0.6666666667	0.2801531886
203	0.6666666667	0.2801482163
204	0.6585365854	0.2801113842
205	0.6666666667	0.2800284797
206	0.6666666667	0.2799762302
207	0.6826347305	0.2788510661
208	0.6826347305	0.2787815432
209	0.6826347305	0.2786181198
210	0.6785714286	0.2784882891
211	0.6785714286	0.2773177502
212	0.6785714286	0.2769407311
213	0.6826347305	0.2762997235
214	0.6826347305	0.2761263454
215	0.6826347305	0.275740263
216	0.6826347305	0.2756090268
217	0.6826347305	0.2752513385
218	0.6904761905	0.2744932348
219	0.6904761905	0.2744540921
220	0.6904761905	0.2744356073
221	0.6904761905	0.2744262127
222	0.6826347305	0.2737127294
223	0.686746988	0.2726192198
224	0.6946107784	0.2724114565
225	0.6946107784	0.2722800481
226	0.6946107784	0.272272784
227	0.6863905325	0.2706453024
