iter	F1	Logloss
138	0.6265060241	0.3025669702
139	0.6265060241	0.3024639331
140	0.6219512195	0.3009049378
141	0.6219512195	0.3008263578
142	0.6219512195	0.3007773806
143	0.6219512195	0.3007221437
144	0.6219512195	0.3007174937
145	0.6219512195	0.3006650494
146	0.6219512195	0.3004412668
147	0.6219512195	0.2989810527
148	0.6257668712	0.296848003
149	0.6296296296	0.29680818
150	0.6296296296	0.2968021883
151	0.6463414634	0.295454264
152	0.6463414634	0.2953803002
153	0.6463414634	0.2952673158
154	0.6463414634	0.294520356
155	0.6463414634	0.2940115775
156	0.6463414634	0.2939796464
157	0.6545454545	0.2929918754
158	0.6545454545	0.2929074887
159	0.6545454545	0.2928755955
160	0.6545454545	0.2925669629
161	0.6545454545	0.2923453301
162	0.6545454545	0.2920867528
163	0.6545454545	0.2917813858
164	0.6545454545	0.2917050196
165	0.6545454545	0.2913760409
166	0.6506024096	0.2910546068
167	0.6545454545	0.2910120071
168	0.6545454545	0.2909341896
169	0.6506024096	0.2900359874
170	0.6706586826	0.2876985948
171	0.6706586826	0.2874429844
172	0.6706586826	0.2871740201
173	0.6746987952	0.2869358105
174	0.6746987952	0.2855278237
175	0.6746987952	0.285245619
176	0.6746987952	0.2852415227
177	0.6746987952	0.2849208729
178	0.6746987952	0.2846805558
179	0.6904761905	0.2820995276
180	0.6904761905	0.2820901479
181	0.6904761905	0.2819755294
182	0.6904761905	0.2819427361
183	0.6904761905	0.2818842403
184	0.6904761905	0.2818454872
185	0.6904761905	0.2818252838
186	0.6826347305	0.2817526798
187	0.6826347305	0.2814685046
188	0.6826347305	0.2810048978
189	0.6826347305	0.2808442222
190	0.6826347305	0.2808383107
191	0.6826347305	0.2808339686
192	0.6826347305	0.2805615
193	0.6826347305	0.2803532502
194	0.6826347305	0.2802915629
195	0.6826347305	0.2802772518
196	0.6826347305	0.2800891961
197	0.6826347305	0.2800177176
198	0.6826347305	0.2799478899
199	0.6826347305	0.2796376879
200	0.6826347305	0.2794000004
201	0.6826347305	0.2793801216
202	0.6746987952	0.2792990524
203	0.6904761905	0.2786694462
204	0.6904761905	0.2783232872
205	0.6904761905	0.2781156624
206	0.6982248521	0.2749161617
207	0.6982248521	0.2747634079
208	0.6982248521	0.2745735005
209	0.6941176471	0.2743923223
210	0.6941176471	0.2743363045
211	0.6941176471	0.2743127579
212	0.6941176471	0.274203819
213	0.6982248521	0.274028663
214	0.6982248521	0.2734494094
215	0.6982248521	0.2734325269
216	0.6982248521	0.273346666
217	0.6982248521	0.2731999322
218	0.6982248521	0.2730197274
219	0.7058823529	0.2729111705
220	0.6982248521	0.2728650388
221	0.7058823529	0.2725757682
222	0.6982248521	0.2723602967
223	0.6982248521	0.2722125668
224	0.6982248521	0.2720740377
225	0.6982248521	0.2720054523
226	0.6982248521	0.2716457944
227	0.7134502924	0.2706626758
