iterations,test-F1-mean,test-F1-std,train-F1-mean,train-F1-std,test-Logloss-mean,test-Logloss-std,train-Logloss-mean,train-Logloss-std
97,0.5019771701167051,0.044183686093113045,0.6021256091613759,0.041041790444504914,0.37858877172225897,0.0483644461862289,0.31048478983763617,0.01729643219566313
98,0.5094130675526024,0.04929742316470696,0.603195668854547,0.040821959359023184,0.3794828276515602,0.04718736347953291,0.3099465228046829,0.01666247269089012
99,0.5169740431623586,0.039912727354463946,0.6049103769107184,0.040058721461220144,0.3794098474029755,0.04823138587189428,0.30929130421794915,0.016776544035972785
100,0.5095381457264611,0.03543366462617168,0.6074261001811585,0.03512323838120848,0.3794931201092361,0.04832077786435449,0.3085378057060339,0.017085731814704432
101,0.5095381457264611,0.03543366462617168,0.6081364937863761,0.03547209967887726,0.3797215359620097,0.04828385607439346,0.307814829197289,0.01719448763291305
102,0.5019771701167051,0.044183686093113045,0.6122032837818716,0.03589727543944882,0.3800870579991112,0.048506323855699376,0.30736077859397365,0.01741298513186768
103,0.512093314135288,0.037139647991035314,0.6145713413579637,0.0370571782011601,0.38042178541685046,0.0490427050186752,0.30613474627183745,0.01835515276615113
104,0.5195292115711855,0.04085749311180352,0.6134324639152146,0.03982158709630293,0.38029340136990675,0.04864851519084718,0.30444673544716955,0.018731704936874538
105,0.5119682359614293,0.05054546254842648,0.6132791278267262,0.03976753528085314,0.3801650977610061,0.04862441613369707,0.30409269674200123,0.018875171354402455
106,0.5119682359614293,0.05054546254842648,0.6163840592002929,0.042980811038930235,0.37979201234723314,0.04859182040194884,0.3035087842373031,0.018893011061967023
107,0.510988159127694,0.07008804108717191,0.6197050189709447,0.03871254015115376,0.37964077109080313,0.04878011646361069,0.3030100511571435,0.018598456929520734
108,0.5040195180127114,0.06404821967055947,0.6240863749829104,0.037775397385831744,0.3796531098978766,0.049660080232672,0.3024227186482858,0.018460692164576093
109,0.5119682359614293,0.05054546254842648,0.629184721759634,0.03400738065498851,0.3798108725738196,0.04991695739844004,0.3018768212673182,0.019089189888775226
110,0.5019053531078489,0.06580381877474623,0.6323178195569783,0.03729488603309033,0.3795733917740172,0.04978145820942279,0.3011579913100638,0.01886472522848511
111,0.5098540710565669,0.05314907485479272,0.6291357611110069,0.03842609498063561,0.3797125268547279,0.04973323178727079,0.30032373970223036,0.01884214928938275
112,0.5119682359614293,0.05054546254842648,0.6321745720110894,0.04286181961839647,0.3805127109415979,0.05081862875990661,0.2994231998853654,0.019850146204506182
113,0.5195292115711855,0.04085749311180352,0.6321745720110894,0.04286181961839647,0.38052975437606057,0.0509411555791813,0.29924315756719044,0.019937357249994948
114,0.5119682359614293,0.05054546254842648,0.6329534343516193,0.04242448962944771,0.38069536697741596,0.05098861778340265,0.29865343566549896,0.020191120376498027
115,0.5119682359614293,0.05054546254842648,0.6304534343516193,0.046832641234685224,0.38029691245497343,0.051349293208465714,0.2981725628521702,0.020294701184142644
116,0.5185221471665035,0.059381133603640696,0.6348649365004434,0.04440642026257579,0.3800208850458642,0.0505743776785906,0.2971749615978122,0.02023239555613334
117,0.5260831227762595,0.05016697200624068,0.6386140820916942,0.04659860563971981,0.3799606429375838,0.05075234000956228,0.296320873379604,0.02075977268679362
118,0.518647225340362,0.04846214314910299,0.6408686176101952,0.043936303863046505,0.38012930867004835,0.050809273434272925,0.2953295610905746,0.021249579283405096
119,0.5110862497306059,0.05672227665132076,0.6392625313887244,0.04362416867419416,0.3806930364450438,0.051008016155645694,0.2946088412463099,0.021345122872368064
120,0.5110862497306059,0.05672227665132076,0.6407626981442788,0.04655414921035705,0.38094213035737756,0.05121457353811145,0.2943769781266623,0.02143243683956994
121,0.5110862497306059,0.05672227665132076,0.6384215243272171,0.044290706487409445,0.3810864686171248,0.051176382301009536,0.2940799251572983,0.021335720862867415
122,0.5164079822616408,0.061892968295177,0.6406384109831864,0.04637758443374678,0.3809882434454043,0.05141422496481367,0.2933353334401899,0.020682879914132504
123,0.5164079822616408,0.061892968295177,0.6401865867853723,0.05216634724290529,0.38079249994728265,0.051516877097779884,0.2929425178054725,0.020754053819908008
124,0.5164079822616408,0.061892968295177,0.6386564398507844,0.05058741055248833,0.38108048931751426,0.05154718761819031,0.29269603007527695,0.020906820802496142
125,0.5164079822616408,0.061892968295177,0.6409820212461332,0.05285874869244323,0.3809427836413236,0.05147098813565325,0.29231510358869395,0.021068426324500265
126,0.5164079822616408,0.061892968295177,0.6404518205660955,0.04892599046270347,0.3806911187601944,0.05095593619712155,0.29207171032295487,0.021066042295745723
127,0.5164079822616408,0.061892968295177,0.6394480228842307,0.05017758704200848,0.3808308993316998,0.05051488435880217,0.29086181681000783,0.021484686640281542
128,0.5164079822616408,0.061892968295177,0.6349717602703191,0.04256898112713261,0.38111545746768477,0.04972322501398605,0.2902125861143791,0.02106910209270139
129,0.5164079822616408,0.061892968295177,0.6327300867859401,0.040572162814830996,0.3811899454235186,0.04968366733862149,0.2899677844673134,0.020905789085794053
130,0.5164079822616408,0.061892968295177,0.6342235932794467,0.04307068395771881,0.38111066656956233,0.049578264888917596,0.2898800537762719,0.02091232757475254
131,0.5164079822616408,0.061892968295177,0.6369885965960617,0.04591200750656262,0.3810067800005311,0.04967232136379327,0.28960867383849787,0.020631197125038
132,0.5164079822616408,0.061892968295177,0.63784564552681,0.04658206316380691,0.38120981299115825,0.04971414944450446,0.28941711380269847,0.020705311895986844
133,0.5168360554804117,0.08159393768058215,0.6399843018065461,0.04414217259724244,0.3814279196607675,0.04945887166941754,0.28870734929388736,0.020843765771286875
134,0.5226706085242669,0.07206437026672889,0.643298428270599,0.04056646176494742,0.3815118905059819,0.04937179098494368,0.2883219869524477,0.02066313228963818
135,0.5068449896356874,0.07859078675073218,0.6384965489035609,0.03965206489353377,0.38166867352496425,0.04982551916645521,0.2874942955735849,0.020904236503033018
136,0.5115968269456642,0.08356201035297271,0.6392901352198095,0.03904248346178056,0.38149261320649464,0.04968716651682503,0.2872558620273066,0.020956435521963513
137,0.5211468892864243,0.08344655231790041,0.6426332895919905,0.04030808585814244,0.3815637282013732,0.0493367787646977,0.28653256511248293,0.020532323943729475
138,0.5168360554804117,0.08159393768058215,0.6447516858141644,0.04435969791800599,0.38111306491046404,0.049435609998961114,0.28612088916480366,0.020408712646411344
139,0.5115968269456642,0.08356201035297271,0.6473362969512244,0.042541218112331004,0.38202535881707067,0.050686321863521414,0.28533029179612884,0.021008514340029323
140,0.5010233668770254,0.07050196549966611,0.6531688484182558,0.05092996677505615,0.3822984603963858,0.05101721718006279,0.28429153703038257,0.0206602100554838
141,0.5010233668770254,0.07050196549966611,0.6562109985738902,0.05235506891518949,0.38232509832331574,0.05097921840840728,0.2838909300181302,0.020756220191456773
142,0.5010233668770254,0.07050196549966611,0.6524574941090904,0.05017213935681098,0.38226736679013074,0.050819762731291705,0.28374305045399606,0.020820716433484737
143,0.5010233668770254,0.07050196549966611,0.6523330330845887,0.04827066661789288,0.3825673697234338,0.05088764792162244,0.28316515762852235,0.020696321786954568
144,0.4984681984681985,0.06910864147452093,0.6606086370304669,0.05389388869406862,0.38291296407513276,0.05109799013148853,0.2827316910132544,0.02094939691793316
145,0.5005823633730611,0.0675736855836783,0.6657391089688257,0.047853122135067996,0.3825799369676548,0.05047154063683133,0.2822898159175899,0.02154151836208244
146,0.5159669787576764,0.05868029517361756,0.6584891476214251,0.05223363956017201,0.3823779430414046,0.05078628607658656,0.28170747534171325,0.02129062524726429
147,0.5159669787576764,0.05868029517361756,0.6593774512391322,0.050619576633979375,0.3820194176557867,0.051174107658331684,0.28088284044100953,0.02031531526032958
148,0.5164079822616408,0.061892968295177,0.6663763754761585,0.04905994828516889,0.38219798505446345,0.05135794385035443,0.2798483026225494,0.019590908127528606
149,0.5116576919015943,0.06410145867918761,0.665655420675449,0.047385466462686696,0.3822990202795212,0.05157262949284449,0.27963012351165106,0.019691186747266682
150,0.5142128603104213,0.0649558802210256,0.6689790154156492,0.047563058040025266,0.3822878500134245,0.05160306682027469,0.27930658721971346,0.01941491652215501
151,0.5164079822616408,0.061892968295177,0.6705822517378676,0.0477604214014852,0.38234437233511054,0.05153419131718654,0.27891668403077213,0.019136239640397918
152,0.5096374898813923,0.06646689949910833,0.6712342028875903,0.049408928045216224,0.3822408260966772,0.051356814805838966,0.27840033367965855,0.019371410997998873
153,0.519625875479534,0.05880133935548414,0.6704182094155381,0.048808920515794864,0.3821510636842059,0.051121692327435575,0.2779822741544382,0.019529614490849962
154,0.517070707070707,0.05815415765791579,0.6707261679213772,0.043680018376332376,0.3819945511090741,0.051232019979868024,0.2775366039456828,0.01928870447623479
155,0.5096374898813923,0.06646689949910833,0.670058045337429,0.04208138942889584,0.3815515396971231,0.051082295020044056,0.27682634992620286,0.019529275433384646
156,0.517070707070707,0.05815415765791579,0.6759938006092524,0.04627073456965671,0.381782102835661,0.051314884263604955,0.27647924344100033,0.019708371300319376
157,0.517070707070707,0.05815415765791579,0.6790819421985855,0.046552528862193264,0.3814866511976752,0.0520473398524093,0.27605441875184267,0.019434447775524614
158,0.5116576919015943,0.06410145867918761,0.6792617174794844,0.04674703935187643,0.3815808626828715,0.05227483733664069,0.2756570190338713,0.019846473934061224
159,0.5189631506704677,0.054259663906466346,0.6863463190676014,0.04636837773645391,0.3814902586397704,0.052206050156456234,0.2750884557278482,0.019638484571443137
160,0.521646077499736,0.055662369639317644,0.6801900584795322,0.04672097069046849,0.3816609150433489,0.05239966986280794,0.27466367880409115,0.019930853682779325
161,0.5142128603104213,0.0649558802210256,0.683043347355598,0.05072405704029838,0.3818637631414671,0.05273433089560825,0.2740528077503433,0.01986605670828043
162,0.5121926582902192,0.06738711294058282,0.683694305614631,0.05209352323978109,0.38197706523901187,0.05272826190046776,0.2736621565370627,0.020221046863686074
163,0.5142128603104213,0.0649558802210256,0.6822561957019447,0.05041376361879805,0.3819067996357872,0.052637056811993904,0.2733767523947911,0.02016846652012224
164,0.5067769628745238,0.061890673594933096,0.6815420802163349,0.04757902349303987,0.38216667001634963,0.052516118856189106,0.27319874870214694,0.020187030962030734
165,0.5042128603104212,0.0618432525264378,0.6803158847860196,0.045275877179560366,0.3823892777297234,0.052166417302177095,0.27268378356526785,0.0198209572940929
166,0.4965205526181136,0.06481868878375752,0.6839655981810948,0.04599568907146414,0.3829027075221269,0.05251196128464572,0.272134083768174,0.019879048962204663
167,0.49897208482574334,0.07387176390204232,0.6846509311238744,0.050609113384095177,0.38269263846658264,0.05265369291981158,0.2711596895768585,0.020054352570358897
168,0.49641691641691643,0.07245282093472463,0.6846509311238744,0.050609113384095177,0.3822016140318368,0.052532755457351,0.2707497311198563,0.020292987276271737
169,0.4964079822616408,0.07349243932180931,0.6823873370916671,0.04986089252236814,0.38223581104262655,0.05279857295535504,0.270428176870937,0.020141270014985703
170,0.49641691641691643,0.07245282093472463,0.6911433825951135,0.04165753145577326,0.3824897176871445,0.053653877200368585,0.2694639437089187,0.019700777288446297
171,0.49641691641691643,0.07245282093472463,0.6926183676459408,0.04290337089908751,0.3823645952537889,0.053432793543259055,0.26924763637081756,0.0197275515538455
172,0.49897208482574334,0.07387176390204232,0.6903195170712282,0.04106063672549231,0.3824425448261764,0.05346976842981531,0.26890649626436935,0.01978980914718698
173,0.5067769628745238,0.061890673594933096,0.6919194650462651,0.03922560729941709,0.38254574295581484,0.053403928492753674,0.2686529961964131,0.019788975811735863
174,0.5142101800638386,0.053363565268885395,0.6992256710087994,0.042553034003684674,0.38248977565606523,0.05374235465162408,0.2676443066407956,0.01982019757734279
175,0.5090072717979695,0.049515000360144494,0.6992256710087994,0.042553034003684674,0.38272500345811844,0.05415356240753704,0.267335486116967,0.01994167219684472
176,0.4970208653135482,0.05982748914276477,0.698666500026393,0.04421836979301075,0.3826874635217456,0.054549816841187516,0.2669333421639985,0.019725816723761187
177,0.4994598897037921,0.059606019936842745,0.698869302667312,0.040181593611055694,0.38324092716112074,0.05403536081701038,0.26664471017648095,0.019599876307926634
178,0.4890909090909091,0.07024161371666131,0.6982369441749301,0.03945910282685327,0.3832247000137853,0.0538264617597745,0.26632000068689365,0.019754114458785634
179,0.4846316826804632,0.07127179960587325,0.7019032133178474,0.04014477989121137,0.3828618342548539,0.05416329135815933,0.2655286546730768,0.019478415408535715
180,0.49445676274944567,0.059253031780766394,0.7013403588046944,0.03845142223938303,0.382696987631551,0.05422452326251977,0.26525764008946945,0.019646511753975065
181,0.49445676274944567,0.059253031780766394,0.7013924232340237,0.037697754518796714,0.3827693265645656,0.054129319723617175,0.26487800628273306,0.019845874695050152
182,0.5042128603104212,0.0618432525264378,0.7013924232340237,0.037697754518796714,0.38249700138089626,0.05382199854984106,0.2643496469175477,0.020119131041839322
183,0.5067769628745238,0.061890673594933096,0.703396719811354,0.04193123962923601,0.3824088451104751,0.05408138028465023,0.2639444474201086,0.020362794922401308
184,0.5042128603104212,0.0618432525264378,0.7058357442015979,0.03794832212189873,0.3825705073275879,0.05456976628948039,0.2636972472384146,0.020281543995564557
185,0.5042128603104212,0.0618432525264378,0.7066984429881576,0.03788721819396237,0.38239598540289227,0.054321232000174996,0.2632678431460679,0.020690393696229065
186,0.5063270252152838,0.05987005623693588,0.7033621810087254,0.03880093424817231,0.3821815038218347,0.053873834363776275,0.26281084282683753,0.021166901972361946
187,0.5063270252152838,0.05987005623693588,0.7025639548446456,0.039976877463511376,0.3823677632123132,0.05354260324285543,0.26256777752343485,0.021156319259327695
188,0.49852214716650334,0.07212646106928158,0.7060672499940226,0.04406316096519307,0.38252133651231934,0.053427261286196806,0.26181457586383056,0.02176010086029042
189,0.5088911277793864,0.05980584327359596,0.7055721257601066,0.043084550688580116,0.3824084437228824,0.053683486091382786,0.2615497099030767,0.02168951535290333
190,0.5163243449687012,0.050543702798254604,0.7055667594140039,0.043908196047268665,0.382494016351414,0.05361053152294031,0.2613943491983279,0.02176065154168559
