iterations,test-F1-mean,test-F1-std,train-F1-mean,train-F1-std,test-Logloss-mean,test-Logloss-std,train-Logloss-mean,train-Logloss-std
191,0.5163243449687012,0.050543702798254604,0.7046043657376788,0.04710232806950995,0.3823219255176787,0.053807718748383596,0.2612819333587,0.021681020822562538
192,0.5210773155753303,0.05124437054417235,0.7079028130867933,0.045161368923794576,0.3830496687803936,0.05282103690629236,0.2608236283217245,0.021235107234774626
193,0.5163270252152838,0.06265977979080176,0.7083912135751937,0.04610921096116845,0.3832428210669293,0.053043708580496576,0.2605071715255044,0.02152923528654351
194,0.5163270252152838,0.06265977979080176,0.707743814731263,0.04592783659720983,0.38330503531124666,0.05333457825031631,0.2600920740329665,0.02176258636370998
195,0.505839220337235,0.07414147340458963,0.70856661814002,0.0448501004636997,0.38333608074577064,0.05316239549638914,0.2599085936562318,0.02164950002897763
196,0.4890909090909091,0.07024161371666131,0.7100268201322324,0.045325333333087144,0.38504401488624496,0.05404973515944773,0.25877446507114266,0.022533610727700264
197,0.49689578713968957,0.05916169117366831,0.7092002971469891,0.047610387108463395,0.3849034339264344,0.05400205288783406,0.25849999385455713,0.022619348372746175
198,0.49689578713968957,0.05916169117366831,0.7093291044136371,0.04464607630682884,0.384998049548128,0.054154664225323515,0.25838639100517735,0.022635824273670932
199,0.4903418759346156,0.04663139876143233,0.7123029441210705,0.044942015302961734,0.38504116327362903,0.054336664713682516,0.2582018487640517,0.02247248583149345
200,0.49689578713968957,0.05916169117366831,0.71148494821105,0.04600495676338964,0.3855632813846779,0.05398877104342312,0.2578980193531426,0.022486228465957683
201,0.5012247914686939,0.055995269104569485,0.71148494821105,0.04600495676338964,0.38606451224865923,0.05412202245024109,0.2574277982135992,0.022436020061274552
202,0.4934199134199134,0.06821815839083178,0.7092391263355118,0.04688792659911725,0.38603300213147523,0.05424245149115746,0.25718478856045696,0.022521964449255045
203,0.5112221112221113,0.047257106094120066,0.7130822365844518,0.04295123760672846,0.3857821824306561,0.05409518255361331,0.2568204412436793,0.02248011111543828
204,0.5086580086580087,0.047495905319246086,0.7129143484031071,0.04586468378311266,0.3855095427342595,0.05371011630887001,0.25641915099880946,0.022870928557095712
205,0.5085418646394256,0.05814433109972164,0.7124131080297065,0.0431554163761233,0.385466796286801,0.05358648506702283,0.2562503979364109,0.022899476525157537
206,0.49196823596142936,0.06247604006581923,0.7159669099102058,0.04579223312978176,0.3850234175332874,0.0540805414352934,0.255390178779472,0.02230496225914704
207,0.49196823596142936,0.06247604006581923,0.7177023946058393,0.0414755281204393,0.38533819866124513,0.05387075329012484,0.2549227162699534,0.022086871263981914
208,0.5050921662946621,0.04249133102703007,0.7181354651344197,0.03996740994549044,0.3851647353946383,0.05372969243195428,0.25444742268986387,0.022266549674069467
209,0.5072063311995246,0.039505714378839735,0.718772152210801,0.040953170602088446,0.3851629907425831,0.0537948172068792,0.2542999882235411,0.022231784979311643
210,0.5072063311995246,0.039505714378839735,0.7179594918173022,0.04187938508657113,0.38530232548949594,0.05388133410234808,0.2541591849734082,0.02228902143163405
211,0.5072063311995246,0.039505714378839735,0.7179594918173022,0.04187938508657113,0.38486399244659003,0.054541833877528985,0.25388606418059384,0.021997831595037334
212,0.5121796524519157,0.039301077482154737,0.7179594918173022,0.04187938508657113,0.3850021400292253,0.054661513055190535,0.2536880413707071,0.022016265323818854
213,0.5050921662946621,0.04249133102703007,0.7195935932132376,0.04037208757792494,0.38502940509366085,0.05494022957031903,0.2533125340216408,0.022074276785802198
214,0.5050921662946621,0.04249133102703007,0.720465293642949,0.04213334001298223,0.38535617285008095,0.05453020941134921,0.25290500372904995,0.02209149642148218
215,0.49533606873368646,0.03890107443288567,0.7203133306633998,0.043823616597306596,0.38538438121929985,0.05442679686849803,0.25259129533432645,0.02214766159940544
216,0.5025369978858352,0.040459628877696226,0.7211055384556075,0.043242488926889595,0.3852799819823422,0.05442575396603673,0.25246614821362773,0.022132454890680643
217,0.5124092394653939,0.04449788340965126,0.7216591076715048,0.042446714693122396,0.38532994282035515,0.05443062174843021,0.25195584234506974,0.022465497651508175
218,0.5050921662946621,0.04249133102703007,0.7217688262822085,0.03891937184981813,0.38535390864976515,0.0543195491826471,0.25163923799888593,0.022286772937894824
219,0.511646077499736,0.053753616914189416,0.7299630967660029,0.03678499976852886,0.3854765583109125,0.05431890012613712,0.25137246303579197,0.022363236446972436
220,0.511646077499736,0.053753616914189416,0.7292533736849324,0.0380738377065257,0.3855233787425316,0.054483561833518594,0.2510517984733784,0.022795758059159347
221,0.5042128603104212,0.0618432525264378,0.7262779401147446,0.036917385356849304,0.38508167191352627,0.05445375331899105,0.2506560992009875,0.022868418296600777
222,0.5042128603104212,0.0618432525264378,0.7246034175988655,0.04079962981998987,0.3852569765323222,0.05451510784686509,0.25031226138743035,0.02272883396974849
223,0.49765894910534725,0.05117478041548372,0.7254258690814426,0.03977057836414403,0.385414948911472,0.05420651021095853,0.2500010094439624,0.02245217799506679
224,0.4933570494546104,0.043684221108794045,0.7263400315380573,0.03832848164041846,0.38585177101255685,0.05443112387741616,0.24966004115047102,0.022587695250898415
225,0.49347319347319346,0.02806809613396057,0.7263400315380573,0.03832848164041846,0.3853453472030736,0.054182530181490045,0.24936781215589207,0.02265094201765113
226,0.495587358378056,0.02458490061284202,0.7258585351955775,0.037419053842999234,0.3853314221425487,0.05433872380055605,0.24913935810534235,0.0227632087089395
227,0.505017463156998,0.03662932343687476,0.7286688294610891,0.03828527546239586,0.3843530712931645,0.05463497596275386,0.24828555324884416,0.02226773513775019
