iter	F1	Logloss
140	0.6476190476	0.3053798052
141	0.6476190476	0.3053252027
142	0.644549763	0.3051024689
143	0.654028436	0.3049595833
144	0.6509433962	0.3046704379
145	0.654028436	0.3044094649
146	0.6603773585	0.3040971781
147	0.654028436	0.3024737084
148	0.654028436	0.3011311143
149	0.654028436	0.3010815545
150	0.654028436	0.3009992221
151	0.6476190476	0.3007135822
152	0.654028436	0.2999286701
153	0.6476190476	0.2995645524
154	0.6603773585	0.2979802708
155	0.654028436	0.2954742402
156	0.654028436	0.2954492525
157	0.654028436	0.2954088503
158	0.6666666667	0.2940050411
159	0.6666666667	0.2939454145
160	0.6666666667	0.2938840924
161	0.6666666667	0.2938777135
162	0.663507109	0.2920360666
163	0.663507109	0.2920360533
164	0.663507109	0.2920119724
165	0.663507109	0.2919457086
166	0.6698113208	0.2906446834
167	0.6698113208	0.2906221236
168	0.663507109	0.290413142
169	0.6571428571	0.2895903919
170	0.654028436	0.2895488138
171	0.654028436	0.2895146492
172	0.654028436	0.2894240908
173	0.654028436	0.2894041225
174	0.6698113208	0.2889890921
175	0.6698113208	0.2886526599
176	0.6790697674	0.287607872
177	0.6790697674	0.2876057971
178	0.6790697674	0.2875998579
179	0.6790697674	0.2875944481
180	0.6822429907	0.2873562517
181	0.691588785	0.2866890858
182	0.691588785	0.286617557
183	0.6822429907	0.2833969927
184	0.6822429907	0.2832440176
185	0.6822429907	0.2831013107
186	0.6822429907	0.2828240449
187	0.6822429907	0.2827496741
188	0.6822429907	0.2825960394
189	0.6822429907	0.2822534482
190	0.6822429907	0.2800639184
191	0.691588785	0.2792257152
192	0.691588785	0.2791331793
193	0.691588785	0.277966423
194	0.691588785	0.2779575036
195	0.691588785	0.2779095081
196	0.6948356808	0.2776367454
197	0.691588785	0.276458818
198	0.691588785	0.2760143742
199	0.691588785	0.2758481993
200	0.691588785	0.2757465793
201	0.691588785	0.2756472345
202	0.691588785	0.2755773313
203	0.691588785	0.2755729184
204	0.6948356808	0.2754276706
205	0.691588785	0.2749668815
206	0.6948356808	0.2745676038
207	0.691588785	0.2744651015
208	0.691588785	0.274408998
209	0.6976744186	0.2735766226
210	0.6976744186	0.2735475373
211	0.6976744186	0.2733964971
212	0.6976744186	0.2733895858
213	0.6976744186	0.2733421661
214	0.6976744186	0.272394709
215	0.6976744186	0.2723884572
216	0.6976744186	0.2720718366
217	0.6976744186	0.2720353588
218	0.6976744186	0.2720258624
219	0.6976744186	0.2714696991
220	0.6976744186	0.271469272
221	0.691588785	0.2714590627
222	0.691588785	0.2712347492
223	0.691588785	0.2711900812
224	0.7009345794	0.2685913948
225	0.7009345794	0.2685410364
226	0.7009345794	0.2681001653
227	0.7009345794	0.2676462387
